,ALL_Thiomonas_arsenitoxydans_strain_3As_NC_014145,ALL_Thiomonas_intermedia_K12_NC_014153,ALL_Thiomonas_intermedia_strain_ATCC_15466_NZ_CP020046,ALL_Thiomonas_sp_Bio17B3_chromosome_BIO17B3_NZ_LR131947,ALL_Thiomonas_sp_CB2_chromosome_CB2_NZ_LR131956,ALL_Thiomonas_sp_OC7_chromosome_OC7_NZ_LR131953,ALL_Thiomonas_sp_Sup16B3_chromosome_SUP16B3_NZ_LR131950,ALL_Thiomonas_sp_X19_chromosome_THIX_NZ_LT605203
THI_RS07590,0,0,0,0,0,0,0,1
TINT_RS06690,0,0,0,0,0,0,0,1
BVH73_RS14655,0,0,0,0,0,0,0,1
GO970_RS01370,0,0,0,0,0,0,0,1
GO948_RS17220,0,0,0,0,0,0,0,1
TOC7_RS01360,0,0,0,0,0,0,0,1
GO985_RS10680,0,0,0,0,0,0,0,1
THIX_RS18715,0,0,0,0,0,0,0,1
THI_RS04105,0,0,0,0,0,0,0,1
TINT_RS03595,0,0,0,0,0,0,0,1
BVH73_RS04450,0,0,0,0,0,0,0,1
GO970_RS14055,0,0,0,0,0,0,0,1
GO948_RS04590,0,0,0,0,0,0,0,1
TOC7_RS14115,0,0,0,0,0,0,0,1
GO985_RS16630,0,0,0,0,0,0,0,1
THIX_RS07560,0,0,0,0,0,0,0,1
THI_RS05070,0,0,0,0,0,0,0,1
TINT_RS04340,0,0,0,0,0,0,0,1
BVH73_RS03710,0,0,0,0,0,0,0,1
GO970_RS04580,0,0,0,0,0,0,0,1
GO948_RS14025,0,0,0,0,0,0,0,1
TOC7_RS04555,0,0,0,0,0,0,0,1
GO985_RS07480,0,0,0,0,0,0,0,1
THIX_RS19985,0,0,0,0,0,0,0,1
THI_RS05850,0,0,0,0,0,0,0,1
TINT_RS05125,0,0,0,0,0,0,0,1
BVH73_RS13225,0,0,0,0,0,0,0,1
GO970_RS03780,0,0,0,0,0,0,0,1
GO948_RS14825,0,0,0,0,0,0,0,1
TOC7_RS03755,0,0,0,0,0,0,0,1
GO985_RS08280,0,0,0,0,0,0,0,1
THIX_RS06865,0,0,0,0,0,0,0,1
THI_RS12525,0,0,0,0,0,0,0,1
TINT_RS11770,0,0,0,0,0,0,0,1
BVH73_RS11550,0,0,0,0,1,0,0,0
GO970_RS14830,0,0,0,0,1,0,0,0
GO948_RS03845,0,0,0,0,1,0,0,0
TOC7_RS14930,0,0,0,0,1,0,0,0
GO985_RS15865,0,0,0,0,1,0,0,0
THIX_RS19655,0,0,0,0,1,0,0,0
THI_RS13880,0,0,0,0,1,0,0,0
TINT_RS13050,0,0,0,0,1,0,0,0
BVH73_RS10415,0,0,0,0,1,0,0,0
GO970_RS06170,0,0,0,0,1,0,0,0
GO948_RS12430,0,0,0,0,1,0,0,0
TOC7_RS06170,0,0,0,0,1,0,0,0
GO985_RS05900,0,0,0,0,1,0,0,0
THIX_RS20505,0,0,0,0,1,0,0,0
THI_RS16010,0,0,0,0,1,0,0,0
TINT_RS14555,0,0,0,0,1,0,0,0
BVH73_RS07125,0,0,0,0,1,0,0,0
GO970_RS07665,0,0,0,0,0,0,1,0
GO948_RS10935,0,0,0,0,0,0,1,0
TOC7_RS07685,0,0,0,0,0,0,1,0
GO985_RS04400,0,0,0,0,0,0,1,0
THIX_RS21465,0,0,0,0,0,0,1,0
THI_RS05045,0,0,0,0,0,0,1,0
TINT_RS04315,0,0,0,0,0,0,1,0
BVH73_RS03735,0,0,0,0,0,0,1,0
GO970_RS04605,0,0,0,0,0,0,1,0
GO948_RS14000,0,0,0,0,0,0,1,0
TOC7_RS04580,0,0,0,0,0,0,1,0
GO985_RS07455,0,0,0,0,0,0,1,0
THIX_RS20010,0,0,0,0,0,0,1,0
THI_RS08360,0,0,0,0,0,0,1,0
TINT_RS07180,0,0,0,0,0,0,1,0
BVH73_RS15190,0,0,0,0,0,0,1,0
GO970_RS00775,0,0,0,0,0,0,1,0
GO948_RS17815,0,0,0,0,0,0,1,0
TOC7_RS00765,0,0,0,0,0,0,1,0
GO985_RS11275,0,0,0,0,0,0,1,0
THIX_RS16750,0,0,0,0,0,0,1,0
THI_RS10600,0,0,0,0,0,0,1,0
TINT_RS09395,0,0,0,0,0,0,1,0
BVH73_RS01485,0,0,0,0,0,0,1,0
GO970_RS03140,0,0,0,0,0,0,1,0
GO948_RS15445,0,0,0,0,0,0,1,0
TOC7_RS03135,0,0,0,0,0,0,1,0
GO985_RS08905,0,0,0,0,0,0,1,0
THIX_RS13255,0,0,0,0,0,0,1,0
THI_RS11080,0,0,0,0,0,0,1,0
TINT_RS10430,0,0,0,0,0,0,1,0
BVH73_RS02180,0,0,0,0,0,0,1,0
GO970_RS16150,0,0,0,0,0,0,1,0
GO948_RS02525,0,0,0,0,0,0,1,0
TOC7_RS16250,0,0,0,0,0,0,1,0
GO985_RS14545,0,0,0,0,0,0,1,0
THIX_RS18695,0,0,0,0,0,0,1,0
THI_RS17125,0,0,0,0,0,0,1,0
TINT_RS15575,0,0,0,0,0,0,1,0
BVH73_RS07755,0,0,0,0,0,0,1,0
GO970_RS08930,0,0,0,0,0,0,1,0
GO948_RS09685,0,0,0,0,0,0,1,0
TOC7_RS08945,0,0,0,0,0,0,1,0
GO985_RS03130,0,0,0,0,0,0,1,0
THIX_RS21255,0,0,0,0,0,0,1,0
THI_RS11370,0,0,0,0,0,0,1,0
TINT_RS10720,0,0,0,0,0,0,1,0
BVH73_RS02470,0,0,0,0,0,0,1,0
GO970_RS15835,0,0,0,0,0,0,1,0
GO948_RS02840,0,0,0,0,0,0,1,0
TOC7_RS15935,0,0,0,0,0,0,1,0
GO985_RS14860,0,0,0,0,0,0,1,0
THIX_RS01720,0,0,0,0,0,0,1,0
THI_RS01725,0,0,0,0,0,0,1,0
TINT_RS01685,0,0,0,0,0,0,1,0
BVH73_RS05875,0,0,0,0,0,0,1,0
GO970_RS11265,0,0,0,0,0,0,1,0
GO948_RS07365,0,0,0,0,0,0,1,0
TOC7_RS11320,0,0,0,0,0,0,1,0
GO985_RS00795,0,0,0,0,0,0,1,0
THIX_RS05710,0,0,0,0,0,0,1,0
THI_RS05700,0,0,0,0,0,0,1,0
TINT_RS04960,0,0,0,0,0,0,1,0
BVH73_RS12875,0,0,0,0,0,0,1,0
GO970_RS03935,0,0,0,0,0,0,1,0
GO948_RS14670,0,0,0,0,0,0,1,0
TOC7_RS03910,0,0,0,0,0,0,1,0
GO985_RS08125,0,0,0,0,0,0,1,0
THIX_RS19150,0,0,0,0,0,0,1,0
THI_RS05885,0,0,0,0,0,0,1,0
TINT_RS05160,0,0,0,0,0,0,1,0
BVH73_RS13260,0,0,0,0,0,0,1,0
GO970_RS03745,0,0,0,0,0,0,1,0
GO948_RS14860,0,0,0,0,0,0,1,0
TOC7_RS03720,0,0,0,0,0,0,1,0
GO985_RS08315,0,0,0,0,0,0,1,0
THIX_RS13295,0,0,0,0,0,0,1,0
THI_RS08030,0,0,0,0,0,0,1,0
TINT_RS06985,0,0,0,0,0,0,1,0
BVH73_RS14900,0,0,0,0,0,0,1,0
GO970_RS01085,0,0,0,0,0,0,1,0
GO948_RS17505,0,0,0,0,0,0,1,0
TOC7_RS01075,0,0,0,0,0,0,1,0
GO985_RS10965,0,0,0,0,0,0,1,0
THIX_RS14975,0,0,0,0,0,0,1,0
THI_RS08380,0,0,0,0,0,0,1,0
TINT_RS07200,0,0,0,0,0,0,1,0
BVH73_RS15210,0,0,0,0,0,0,1,0
GO970_RS00755,0,0,0,0,0,0,1,0
GO948_RS17835,0,0,0,0,0,0,1,0
TOC7_RS00745,0,0,0,0,0,0,1,0
GO985_RS11295,0,0,0,0,0,0,1,0
THIX_RS11515,0,0,0,0,0,0,1,0
THI_RS01990,0,0,0,0,0,0,1,0
TINT_RS02025,0,0,0,0,0,0,1,0
BVH73_RS03290,0,0,0,0,0,0,1,0
GO970_RS11540,0,0,0,0,0,0,1,0
GO948_RS07090,0,0,0,0,0,0,1,0
TOC7_RS11595,0,0,0,0,0,0,1,0
GO985_RS00520,0,0,0,0,0,0,1,0
THIX_RS08510,0,0,0,0,0,0,1,0
THI_RS02675,0,0,0,0,0,0,1,0
TINT_RS02470,0,0,0,0,0,0,1,0
BVH73_RS02720,0,0,0,0,0,0,1,0
GO970_RS12810,0,0,0,0,0,0,1,0
GO948_RS05835,0,0,0,0,0,0,1,0
TOC7_RS12870,0,0,0,0,0,0,1,0
GO985_RS17875,0,0,0,0,0,0,1,0
THIX_RS08930,0,0,0,0,0,0,1,0
THI_RS05325,0,0,0,0,0,0,1,0
TINT_RS04585,0,0,0,0,0,0,1,0
BVH73_RS12530,0,0,0,0,0,0,1,0
GO970_RS04310,0,0,0,0,0,0,1,0
GO948_RS14295,0,0,0,0,0,0,1,0
TOC7_RS04285,0,0,0,0,0,0,1,0
GO985_RS07750,0,0,0,0,0,0,1,0
THIX_RS03965,0,0,0,0,0,0,1,0
THI_RS12425,0,0,0,0,0,0,1,0
TINT_RS11670,0,0,0,0,0,0,1,0
BVH73_RS11650,0,0,0,0,0,0,1,0
GO970_RS14930,0,0,0,0,0,0,1,0
GO948_RS03745,0,0,0,0,0,0,1,0
TOC7_RS15030,0,0,0,0,0,0,1,0
GO985_RS15765,0,0,0,0,0,0,1,0
THIX_RS06235,0,0,0,0,0,0,1,0
THI_RS01405,0,0,0,0,0,0,1,0
TINT_RS01315,0,0,0,0,0,0,1,0
BVH73_RS06055,0,0,0,0,0,0,1,0
GO970_RS10850,0,0,0,0,0,0,1,0
GO948_RS07785,0,0,0,0,0,0,1,0
TOC7_RS10880,0,0,0,0,0,0,1,0
GO985_RS01210,0,0,0,0,0,0,1,0
THIX_RS18335,0,0,0,0,0,0,1,0
THI_RS13480,0,0,0,0,0,0,1,0
TINT_RS12650,0,0,0,0,0,0,1,0
BVH73_RS10820,0,0,0,0,0,0,1,0
GO970_RS05770,0,0,0,0,0,0,1,0
GO948_RS12830,0,0,0,0,0,0,1,0
TOC7_RS05770,0,0,0,0,0,0,1,0
GO985_RS06300,0,0,0,0,0,0,1,0
THIX_RS19750,0,0,0,0,0,0,1,0
THI_RS01250,0,0,0,0,0,0,1,0
TINT_RS01160,0,0,0,0,0,0,1,0
BVH73_RS09690,0,0,0,0,0,0,1,0
GO970_RS10605,0,0,0,0,0,0,1,0
GO948_RS08030,0,0,0,0,0,0,1,0
TOC7_RS10635,0,0,0,0,0,0,1,0
GO985_RS01455,0,0,0,0,0,0,1,0
THIX_RS02440,0,0,0,0,0,0,1,0
THI_RS01830,0,0,0,0,0,0,1,0
TINT_RS01790,0,0,0,0,0,0,1,0
BVH73_RS05765,0,0,0,0,0,0,1,0
GO970_RS11370,0,0,0,0,0,0,1,0
GO948_RS07260,0,0,0,0,0,0,1,0
TOC7_RS11425,0,0,0,0,0,0,1,0
GO985_RS00690,0,0,0,0,0,0,1,0
THIX_RS04770,0,0,0,0,0,0,1,0
THI_RS05430,0,0,0,0,0,0,1,0
TINT_RS04690,0,0,0,0,0,0,1,0
BVH73_RS12660,0,0,0,0,0,0,1,0
GO970_RS04205,0,0,0,0,0,0,1,0
GO948_RS14400,0,0,0,0,0,0,1,0
TOC7_RS04180,0,0,0,0,0,0,1,0
GO985_RS07855,0,0,0,0,0,0,1,0
THIX_RS06935,0,0,0,0,0,0,1,0
THI_RS13405,0,0,0,0,0,0,1,0
TINT_RS12580,0,0,0,0,0,0,1,0
BVH73_RS10890,0,0,0,0,0,0,1,0
GO970_RS05700,0,0,0,0,0,0,1,0
GO948_RS12900,0,0,0,0,0,0,1,0
TOC7_RS05700,0,0,0,0,0,0,1,0
GO985_RS06370,0,0,0,0,0,0,1,0
THIX_RS06715,0,0,0,0,0,0,1,0
THI_RS00530,0,0,0,0,0,0,1,0
TINT_RS00500,0,0,0,0,0,0,1,0
BVH73_RS09040,0,0,0,0,0,0,1,0
GO970_RS09945,0,0,0,0,0,0,1,0
GO948_RS08695,0,0,0,0,0,0,1,0
TOC7_RS09955,0,0,0,0,0,0,1,0
GO985_RS02120,0,0,0,0,0,0,1,0
THIX_RS01555,0,0,0,0,0,0,1,0
THI_RS09815,0,0,0,0,0,0,1,0
TINT_RS08635,0,0,0,0,0,0,1,0
BVH73_RS13695,0,0,0,0,0,0,1,0
GO970_RS18210,0,0,0,0,0,0,1,0
GO948_RS00460,0,0,0,0,0,0,1,0
TOC7_RS18325,0,0,0,0,0,0,1,0
GO985_RS12485,0,0,0,0,0,0,1,0
THIX_RS09685,0,0,0,0,0,0,1,0
THI_RS12095,0,0,0,0,0,0,1,0
TINT_RS11340,0,0,0,0,0,0,1,0
BVH73_RS11980,0,0,0,0,0,0,1,0
GO970_RS15265,0,0,0,0,0,0,1,0
GO948_RS03410,0,0,0,0,0,0,1,0
TOC7_RS15365,0,0,0,0,0,0,1,0
GO985_RS15430,0,0,0,0,0,0,1,0
THIX_RS09935,0,0,1,0,0,0,0,0
THI_RS03980,0,0,1,0,0,0,0,0
TINT_RS03445,0,0,1,0,0,0,0,0
BVH73_RS04570,0,0,1,0,0,0,0,0
GO970_RS13930,0,0,1,0,0,0,0,0
GO948_RS04715,0,0,1,0,0,0,0,0
TOC7_RS13990,0,0,1,0,0,0,0,0
GO985_RS16755,0,0,1,0,0,0,0,0
THIX_RS18250,0,0,1,0,0,0,0,0
THI_RS07060,0,0,1,0,0,0,0,0
TINT_RS06110,0,0,1,0,0,0,0,0
BVH73_RS00375,0,0,1,0,0,0,0,0
GO970_RS01960,0,0,1,0,0,0,0,0
GO948_RS16630,0,0,1,0,0,0,0,0
TOC7_RS01950,0,0,1,0,0,0,0,0
GO985_RS10090,0,0,1,0,0,0,0,0
THIX_RS00570,0,0,1,0,0,0,0,0
THI_RS08370,0,0,1,0,0,0,0,0
TINT_RS07190,0,0,1,0,0,0,0,0
BVH73_RS15200,0,0,1,0,0,0,0,0
GO970_RS00765,0,0,1,0,0,0,0,0
GO948_RS17825,0,0,1,0,0,0,0,0
TOC7_RS00755,0,0,1,0,0,0,0,0
GO985_RS11285,0,0,1,0,0,0,0,0
THIX_RS16740,0,0,1,0,0,0,0,0
THI_RS13910,0,0,1,0,0,0,0,0
TINT_RS13080,0,0,1,0,0,0,0,0
BVH73_RS10385,0,0,1,0,0,0,0,0
GO970_RS06200,0,0,1,0,0,0,0,0
GO948_RS12400,0,0,1,0,0,0,0,0
TOC7_RS06200,0,0,1,0,0,0,0,0
GO985_RS05870,0,0,1,0,0,0,0,0
THIX_RS20535,0,0,1,0,0,0,0,0
THI_RS12980,0,0,1,0,0,0,0,0
TINT_RS12160,0,0,1,0,0,0,0,0
BVH73_RS11180,0,0,1,0,0,0,0,0
GO970_RS14440,0,0,1,0,0,0,0,0
GO948_RS04235,0,0,1,0,0,0,0,0
TOC7_RS14540,0,0,1,0,0,0,0,0
GO985_RS16255,0,0,1,0,0,0,0,0
THIX_RS07735,0,0,1,0,0,0,0,0
THI_RS15840,0,0,1,0,0,0,0,0
TINT_RS14385,0,0,1,0,0,0,0,0
BVH73_RS06955,0,0,1,0,0,0,0,0
GO970_RS07495,0,0,1,0,0,0,0,0
GO948_RS11105,0,0,1,0,0,0,0,0
TOC7_RS07510,0,0,1,0,0,0,0,0
GO985_RS04570,0,0,1,0,0,0,0,0
THIX_RS20635,0,0,1,0,0,0,0,0
THI_RS12445,0,0,1,0,0,0,0,0
TINT_RS11690,0,0,1,0,0,0,0,0
BVH73_RS11630,0,0,1,0,0,0,0,0
GO970_RS14910,0,0,1,0,0,0,0,0
GO948_RS03765,0,0,1,0,0,0,0,0
TOC7_RS15010,0,0,1,0,0,0,0,0
GO985_RS15785,0,0,1,0,0,0,0,0
THIX_RS06225,0,0,1,0,0,0,0,0
THI_RS00035,0,0,1,0,0,0,0,0
TINT_RS00045,0,0,1,0,0,0,0,0
BVH73_RS08500,0,0,1,0,0,0,0,0
GO970_RS09500,0,0,1,0,0,0,0,0
GO948_RS09140,0,0,1,0,0,0,0,0
TOC7_RS09510,0,0,1,0,0,0,0,0
GO985_RS02565,0,0,1,0,0,0,0,0
THIX_RS04480,0,0,1,0,0,0,0,0
THI_RS05150,0,0,1,0,0,0,0,0
TINT_RS04420,0,0,1,0,0,0,0,0
BVH73_RS12375,0,0,1,0,0,0,0,0
GO970_RS04495,0,0,1,0,0,0,0,0
GO948_RS14110,0,0,1,0,0,0,0,0
TOC7_RS04470,0,0,1,0,0,0,0,0
GO985_RS07565,0,0,1,0,0,0,0,0
THIX_RS06705,0,0,1,0,0,0,0,0
THI_RS05525,0,0,1,0,0,0,0,0
TINT_RS04785,0,0,1,0,0,0,0,0
BVH73_RS12750,0,0,1,0,0,0,0,0
GO970_RS04120,0,0,1,0,0,0,0,0
GO948_RS14485,0,0,1,0,0,0,0,0
TOC7_RS04095,0,0,1,0,0,0,0,0
GO985_RS07940,0,0,1,0,0,0,0,0
THIX_RS18340,0,0,1,0,0,0,0,0
THI_RS09545,0,0,1,0,0,0,0,0
TINT_RS08370,0,0,1,0,0,0,0,0
BVH73_RS13975,0,0,1,0,0,0,0,0
GO970_RS18480,0,0,1,0,0,0,0,0
GO948_RS00190,0,0,1,0,0,0,0,0
TOC7_RS18595,0,0,1,0,0,0,0,0
GO985_RS12215,0,0,1,0,0,0,0,0
THIX_RS09545,0,0,1,0,0,0,0,0
THI_RS12520,0,0,1,0,0,0,0,0
TINT_RS11765,0,0,1,0,0,0,0,0
BVH73_RS11555,0,0,1,0,0,0,0,0
GO970_RS14835,0,0,1,0,0,0,0,0
GO948_RS03840,0,0,1,0,0,0,0,0
TOC7_RS14935,0,0,1,0,0,0,0,0
GO985_RS15860,0,0,1,0,0,0,0,0
THIX_RS19660,0,0,1,0,0,0,0,0
THI_RS13885,0,0,1,0,0,0,0,0
TINT_RS13055,0,0,1,0,0,0,0,0
BVH73_RS10410,0,0,1,0,0,0,0,0
GO970_RS06175,0,0,1,0,0,0,0,0
GO948_RS12425,0,0,1,0,0,0,0,0
TOC7_RS06175,0,0,1,0,0,0,0,0
GO985_RS05895,0,0,1,0,0,0,0,0
THIX_RS20510,0,0,1,0,0,0,0,0
THI_RS17320,0,0,1,0,0,0,0,0
TINT_RS15755,0,0,1,0,0,0,0,0
BVH73_RS07960,0,0,1,0,0,0,0,0
GO970_RS09110,0,0,1,0,0,0,0,0
GO948_RS09505,0,0,1,0,0,0,0,0
TOC7_RS09125,0,0,1,0,0,0,0,0
GO985_RS02950,0,0,1,0,0,0,0,0
THIX_RS03285,0,0,1,0,0,0,0,0
THI_RS02955,0,0,1,0,0,0,0,0
TINT_RS02635,0,0,1,0,0,0,0,0
BVH73_RS05540,0,0,1,0,0,0,0,0
GO970_RS12915,0,0,1,0,0,0,0,0
GO948_RS05730,0,0,1,0,0,0,0,0
TOC7_RS12975,0,0,1,0,0,0,0,0
GO985_RS17770,0,0,1,0,0,0,0,0
THIX_RS05055,0,0,1,0,0,0,0,0
THI_RS12440,0,0,1,0,0,0,0,0
TINT_RS11685,0,0,1,0,0,0,0,0
BVH73_RS11635,0,0,1,0,0,0,0,0
GO970_RS14915,0,0,1,0,0,0,0,0
GO948_RS03760,0,0,1,0,0,0,0,0
TOC7_RS15015,0,0,1,0,0,0,0,0
GO985_RS15780,0,0,1,0,0,0,0,0
THIX_RS06230,0,0,1,0,0,0,0,0
THI_RS13700,0,0,1,0,0,0,0,0
TINT_RS12870,0,0,1,0,0,0,0,0
BVH73_RS10620,0,0,1,0,0,0,0,0
GO970_RS05985,0,0,1,0,0,0,0,0
GO948_RS12615,0,0,1,0,0,0,0,0
TOC7_RS05985,0,0,1,0,0,0,0,0
GO985_RS06085,0,0,1,0,0,0,0,0
THIX_RS13785,0,0,1,0,0,0,0,0
THI_RS15995,0,0,1,0,0,0,0,0
TINT_RS14540,0,0,1,0,0,0,0,0
BVH73_RS07110,0,0,1,0,0,0,0,0
GO970_RS07650,0,0,1,0,0,0,0,0
GO948_RS10950,0,0,1,0,0,0,0,0
TOC7_RS07670,0,0,1,0,0,0,0,0
GO985_RS04415,0,0,1,0,0,0,0,0
THIX_RS21450,0,0,1,0,0,0,0,0
THI_RS04865,0,0,1,0,0,0,0,0
TINT_RS04150,0,0,1,0,0,0,0,0
BVH73_RS03860,0,0,1,0,0,0,0,0
GO970_RS04770,0,0,1,0,0,0,0,0
GO948_RS13835,0,0,1,0,0,0,0,0
TOC7_RS04745,0,0,1,0,0,0,0,0
GO985_RS07290,0,0,1,0,0,0,0,0
THIX_RS20165,0,0,1,0,0,0,0,0
THI_RS07980,0,0,1,0,0,0,0,0
TINT_RS06935,0,0,1,0,0,0,0,0
BVH73_RS14850,0,0,1,0,0,0,0,0
GO970_RS01130,0,0,1,0,0,0,0,0
GO948_RS17460,0,0,1,0,0,0,0,0
TOC7_RS01120,0,0,1,0,0,0,0,0
GO985_RS10920,0,0,1,0,0,0,0,0
THIX_RS15030,0,0,1,0,0,0,0,0
THI_RS08275,0,0,1,0,0,0,0,0
TINT_RS07095,0,0,1,0,0,0,0,0
BVH73_RS15105,0,0,1,0,0,0,0,0
GO970_RS00860,0,0,1,0,0,0,0,0
GO948_RS17730,0,0,1,0,0,0,0,0
TOC7_RS00850,0,0,1,0,0,0,0,0
GO985_RS11190,0,0,1,0,0,0,0,0
THIX_RS09525,0,0,1,0,0,0,0,0
THI_RS04120,0,0,1,0,0,0,0,0
TINT_RS03610,0,0,1,0,0,0,0,0
BVH73_RS04435,0,0,1,0,0,0,0,0
GO970_RS14070,0,0,1,0,0,0,0,0
GO948_RS04575,0,0,1,0,0,0,0,0
TOC7_RS14130,0,0,1,0,0,0,0,0
GO985_RS16615,0,0,1,0,0,0,0,0
THIX_RS07575,0,0,1,0,0,0,0,0
THI_RS05130,0,0,1,0,0,0,0,0
TINT_RS04400,0,0,1,0,0,0,0,0
BVH73_RS12355,0,0,1,0,0,0,0,0
GO970_RS04515,0,0,1,0,0,0,0,0
GO948_RS14090,0,0,1,0,0,0,0,0
TOC7_RS04490,0,0,1,0,0,0,0,0
GO985_RS07545,0,0,1,0,0,0,0,0
THIX_RS06565,0,0,1,0,0,0,0,0
THI_RS07780,0,0,1,0,0,0,0,0
TINT_RS06880,0,0,1,0,0,0,0,0
BVH73_RS00220,0,0,1,0,0,0,0,0
GO970_RS01185,0,0,1,0,0,0,0,0
GO948_RS17405,0,0,1,0,0,0,0,0
TOC7_RS01175,0,0,1,0,0,0,0,0
GO985_RS10865,0,0,1,0,0,0,0,0
THIX_RS10590,0,0,1,0,0,0,0,0
THI_RS16105,0,0,1,0,0,0,0,0
TINT_RS14745,0,0,1,0,0,0,0,0
BVH73_RS07160,0,0,1,0,0,0,0,0
GO970_RS07700,0,0,1,0,0,0,0,0
GO948_RS10900,0,0,1,0,0,0,0,0
TOC7_RS07720,0,0,1,0,0,0,0,0
GO985_RS04365,0,0,1,0,0,0,0,0
THIX_RS07475,0,0,1,0,0,0,0,0
THI_RS00460,0,0,1,0,0,0,0,0
TINT_RS00430,0,0,1,0,0,0,0,0
BVH73_RS08970,0,0,1,0,0,0,0,0
GO970_RS09875,0,0,1,0,0,0,0,0
GO948_RS08765,0,0,1,0,0,0,0,0
TOC7_RS09885,0,0,1,0,0,0,0,0
GO985_RS02190,0,0,1,0,0,0,0,0
THIX_RS01450,0,0,1,0,0,0,0,0
THI_RS10090,0,0,1,0,0,0,0,0
TINT_RS08910,0,0,1,0,0,0,0,0
BVH73_RS13400,0,0,1,0,0,0,0,0
GO970_RS17925,0,0,1,0,0,0,0,0
GO948_RS00745,0,0,1,0,0,0,0,0
TOC7_RS18040,0,0,1,0,0,0,0,0
GO985_RS12770,0,0,1,0,0,0,0,0
THIX_RS15705,0,0,1,0,0,0,0,0
THI_RS11690,0,0,1,0,0,0,0,0
TINT_RS11050,0,0,1,0,0,0,0,0
BVH73_RS03635,0,0,1,0,0,0,0,0
GO970_RS15560,0,0,1,0,0,0,0,0
GO948_RS03115,0,0,1,0,0,0,0,0
TOC7_RS15660,0,0,1,0,0,0,0,0
GO985_RS15135,0,0,1,0,0,0,0,0
THIX_RS19895,0,0,1,0,0,0,0,0
THI_RS15105,0,0,1,0,0,0,0,0
TINT_RS13665,0,0,1,0,0,0,0,0
BVH73_RS09875,0,0,1,0,0,0,0,0
GO970_RS06765,0,0,1,0,0,0,0,0
GO948_RS11835,0,0,1,0,0,0,0,0
TOC7_RS06765,0,0,1,0,0,0,0,0
GO985_RS05305,0,0,1,0,0,0,0,0
THIX_RS04250,0,0,1,0,0,0,0,0
THI_RS15425,0,0,1,0,0,0,0,0
TINT_RS13985,0,0,1,0,0,0,0,0
BVH73_RS06515,0,0,1,0,0,0,0,0
GO970_RS07090,0,0,1,0,0,0,0,0
GO948_RS11510,0,0,1,0,0,0,0,0
TOC7_RS07090,0,0,1,0,0,0,0,0
GO985_RS04980,0,0,1,0,0,0,0,0
THIX_RS03195,0,0,1,0,0,0,0,0
THI_RS12500,0,0,1,0,0,0,0,0
TINT_RS11745,0,0,1,0,0,0,0,0
BVH73_RS11575,0,0,1,0,0,0,0,0
GO970_RS14855,0,0,1,0,0,0,0,0
GO948_RS03820,0,0,1,0,0,0,0,0
TOC7_RS14955,0,0,1,0,0,0,0,0
GO985_RS15840,0,0,1,0,0,0,0,0
THIX_RS06170,0,0,1,0,0,0,0,0
THI_RS14910,0,0,1,0,0,0,0,0
TINT_RS13495,0,0,1,0,0,0,0,0
BVH73_RS10075,0,0,1,0,0,0,0,0
GO970_RS06595,0,0,1,0,0,0,0,0
GO948_RS12005,0,0,1,0,0,0,0,0
TOC7_RS06595,0,0,1,0,0,0,0,0
GO985_RS05475,0,0,1,0,0,0,0,0
THIX_RS09800,0,0,1,0,0,0,0,0
THI_RS04420,0,0,1,0,0,0,0,0
TINT_RS03730,0,0,1,0,0,0,0,0
BVH73_RS04300,0,0,1,0,0,0,0,0
GO970_RS05170,0,0,1,0,0,0,0,0
GO948_RS13435,0,0,1,0,0,0,0,0
TOC7_RS05145,0,0,1,0,0,0,0,0
GO985_RS06890,0,0,1,0,0,0,0,0
THIX_RS08155,0,0,1,0,0,0,0,0
THI_RS05360,0,0,1,0,0,0,0,0
TINT_RS04620,0,0,1,0,0,0,0,0
BVH73_RS12590,0,0,1,0,0,0,0,0
GO970_RS04275,0,0,1,0,0,0,0,0
GO948_RS14330,0,0,1,0,0,0,0,0
TOC7_RS04250,0,0,1,0,0,0,0,0
GO985_RS07785,0,0,1,0,0,0,0,0
THIX_RS09550,0,0,1,0,0,0,0,0
THI_RS10990,0,0,1,0,0,0,0,0
TINT_RS10340,0,0,1,0,0,0,0,0
BVH73_RS02095,0,0,1,0,0,0,0,0
GO970_RS16245,0,0,1,0,0,0,0,0
GO948_RS02430,0,0,1,0,0,0,0,0
TOC7_RS16345,0,0,1,0,0,0,0,0
GO985_RS14450,0,0,1,0,0,0,0,0
THIX_RS17200,0,0,1,0,0,0,0,0
THI_RS00815,0,0,1,0,0,0,0,0
TINT_RS00790,0,0,1,0,0,0,0,0
BVH73_RS09390,0,0,1,0,0,0,0,0
GO970_RS10175,0,0,1,0,0,0,0,0
GO948_RS08465,0,0,1,0,0,0,0,0
TOC7_RS10200,0,0,1,0,0,0,0,0
GO985_RS01890,0,0,1,0,0,0,0,0
THIX_RS02920,0,0,1,0,0,0,0,0
THI_RS05205,0,0,1,0,0,0,0,0
TINT_RS04475,0,0,1,0,0,0,0,0
BVH73_RS12430,0,0,1,0,0,0,0,0
GO970_RS04430,0,0,1,0,0,0,0,0
GO948_RS14175,0,0,1,0,0,0,0,0
TOC7_RS04405,0,0,1,0,0,0,0,0
GO985_RS07630,0,0,1,0,0,0,0,0
THIX_RS05350,0,0,1,0,0,0,0,0
THI_RS15245,0,0,1,0,0,0,0,0
